sottoinsieme,rmse_riportato,rmse_con_selezione_annidata,ottimismo,vantaggio_su_regressione_lineare,cardinalita_nei_fold
FD001,20.34498991206653,20.346886187567282,0.0018962755007514431,0.00022953164041794594,15 16 17
FD003,19.84859550183314,20.12493451305684,0.27633901122369764,0.08575772784108082,13 14 15 16
