subset,label,rmse_seme_del_protocollo,rmse_medio_fra_semi,dispersione_fra_semi,rmse_minimo,rmse_massimo,escursione,n_semi,divario_fra_i_primi_due
FD001,Foresta casuale,16.594991086206722,16.599261315454015,0.0024138117253622,16.594991086206722,16.60069616704988,0.0057050808431569,5,0.014213705305472502
FD001,Percettrone multistrato,16.58077738090125,16.65436816232875,0.0436006402744621,16.58077738090125,16.690493663665134,0.109716282763884,5,0.014213705305472502
FD001,XGBoost,16.7011412302653,16.7011412302653,0.0,16.7011412302653,16.7011412302653,0.0,5,0.014213705305472502
FD003,Percettrone multistrato,14.042110172887716,14.037810216330836,0.0256391884127705,13.998829153742378,14.060702024191109,0.061872870448731,5,0.5154159069259237
FD003,XGBoost,14.55752607981364,14.557526079813638,0.0,14.55752607981364,14.55752607981364,0.0,5,0.5154159069259237
FD003,Foresta casuale,14.701185322024946,14.706043558220392,0.0034771972958512,14.701185322024946,14.71075026377058,0.0095649417456353,5,0.5154159069259237
