sottoinsieme,configurazioni_appaiate,scarto_medio_cicli,scarto_massimo_cicli,ricerca_sklearn_secondi,ricerca_xgboost_secondi,rapporto_tempi
FD001,36,-0.0024797724576859853,0.09750704163823443,439.6203241670737,19.974489749991335,22.00908907659403
FD003,36,0.007096766951256346,0.11544355468387124,559.0659557500621,19.3827902500052,28.84341978317142
