sottoinsieme,modello,rmse,dispersione,riferimento_precedente,rmse_riferimento,guadagno_cicli,guadagno_in_dispersioni
FD001,"SVR, kernel lineare",20.32026803269804,1.1151073566881924,Foresta casuale,16.594991086206722,-3.7252769464913165,-2.865566131238413
FD001,"SVR, kernel radiale",16.960917655434557,1.4108012886289485,Foresta casuale,16.594991086206722,-0.3659265692278346,-0.25473772999210403
FD001,"SVR, kernel polinomiale",23.354282037551588,0.9261220489161724,Foresta casuale,16.594991086206722,-6.759290951344866,-5.5241773654244
FD001,Percettrone multistrato,16.58077738090125,1.3955022929293248,Foresta casuale,16.594991086206722,0.014213705305472502,0.009946665028530498
FD003,"SVR, kernel lineare",19.826376866261008,1.5184211207915954,XGBoost,14.55752607981364,-5.268850786447368,-3.9636924670312994
FD003,"SVR, kernel radiale",14.675922928166866,1.36637585230459,XGBoost,14.55752607981364,-0.1183968483532265,-0.09517015812619688
FD003,"SVR, kernel polinomiale",26.33517002452136,2.6689653590488507,XGBoost,14.55752607981364,-11.777643944707721,-5.763483472999961
FD003,Percettrone multistrato,14.042110172887716,1.056928682431698,XGBoost,14.55752607981364,0.5154159069259237,0.47594746199332216
